Start_Time,End_Time,Activity
2010-12-21 13:20:23,2010-12-21 13:26:03,Relax
2010-12-21 13:26:03,2010-12-21 13:58:25,Idle
2010-12-21 13:58:25,2010-12-21 14:23:34,Relax
2010-12-21 14:23:34,2010-12-21 14:27:09,Idle
2010-12-21 14:27:09,2010-12-21 15:02:55,Relax
2010-12-21 15:02:55,2010-12-21 15:21:04,Idle
2010-12-21 15:21:04,2010-12-21 15:27:27,Relax
2010-12-21 15:27:27,2010-12-21 15:43:14,Idle
2010-12-21 15:43:14,2010-12-21 16:03:03,Relax
2010-12-21 16:03:06,2010-12-21 16:12:23,Meal_Preparation
2010-12-21 16:12:23,2010-12-21 16:14:00,Idle
2010-12-21 16:14:00,2010-12-21 16:51:20,Meal_Preparation
2010-12-21 16:51:22,2010-12-21 16:56:05,Relax
2010-12-21 16:56:16,2010-12-21 17:00:45,Meal_Preparation
2010-12-21 17:00:57,2010-12-21 17:06:44,Relax
2010-12-21 17:06:46,2010-12-21 17:07:48,Meal_Preparation
2010-12-21 17:08:25,2010-12-21 17:15:05,Relax
2010-12-21 17:15:34,2010-12-21 17:17:40,Meal_Preparation
2010-12-21 17:17:40,2010-12-21 17:19:55,Idle
2010-12-21 17:19:55,2010-12-21 17:48:55,Relax
2010-12-21 17:48:59,2010-12-21 17:52:23,Meal_Preparation
2010-12-21 17:52:34,2010-12-21 18:19:04,Relax
2010-12-21 18:19:04,2010-12-21 18:22:03,Meal_Preparation
2010-12-21 18:22:03,2010-12-21 18:25:14,Idle
2010-12-21 18:25:14,2010-12-21 18:32:56,Meal_Preparation
2010-12-21 18:33:40,2010-12-21 19:22:40,Relax
2010-12-21 19:22:40,2010-12-21 19:24:16,Idle
2010-12-21 19:24:16,2010-12-21 19:34:45,Relax
2010-12-21 19:34:45,2010-12-21 19:36:34,Idle
2010-12-21 19:36:34,2010-12-21 20:32:27,Relax
2010-12-21 20:32:27,2010-12-21 20:38:37,Idle
2010-12-21 20:38:37,2010-12-21 21:29:46,Relax
2010-12-21 21:29:46,2010-12-21 21:41:50,Idle
2010-12-21 21:41:50,2010-12-21 22:46:57,Relax
2010-12-21 22:46:57,2010-12-21 22:50:46,Idle
2010-12-21 22:50:46,2010-12-22 00:05:31,Relax
2010-12-22 00:05:31,2010-12-22 00:11:50,Idle
2010-12-22 00:11:50,2010-12-22 00:54:13,Sleeping
2010-12-22 00:54:20,2010-12-22 00:55:07,Bathroom_Usage
2010-12-22 00:55:48,2010-12-22 06:07:39,Sleeping
2010-12-22 06:07:45,2010-12-22 06:11:18,Bathroom_Usage
2010-12-22 06:11:23,2010-12-22 08:43:35,Sleeping
2010-12-22 08:43:35,2010-12-22 09:00:27,Idle
2010-12-22 09:00:27,2010-12-22 09:09:32,Meal_Preparation
2010-12-22 09:09:32,2010-12-22 09:14:18,Idle
2010-12-22 09:14:18,2010-12-22 09:16:26,Meal_Preparation
2010-12-22 09:16:26,2010-12-22 09:17:44,Idle
2010-12-22 09:17:44,2010-12-22 09:24:54,Relax
2010-12-22 09:24:54,2010-12-22 09:25:55,Idle
2010-12-22 09:25:55,2010-12-22 09:57:37,Relax
2010-12-22 09:57:37,2010-12-22 09:59:58,Idle
2010-12-22 09:59:58,2010-12-22 10:22:35,Relax
2010-12-22 10:22:35,2010-12-22 10:57:29,Idle
2010-12-22 10:57:29,2010-12-22 13:55:10,Outside
2010-12-22 13:55:10,2010-12-22 14:02:29,Idle
2010-12-22 14:02:29,2010-12-22 14:12:02,Relax
2010-12-22 14:12:02,2010-12-22 14:23:00,Idle
2010-12-22 14:23:00,2010-12-22 14:41:41,Relax
2010-12-22 14:41:41,2010-12-22 14:45:45,Idle
2010-12-22 14:45:45,2010-12-22 15:06:15,Outside
2010-12-22 15:06:15,2010-12-22 15:31:29,Idle
2010-12-22 15:31:29,2010-12-22 15:39:08,Relax
2010-12-22 15:39:08,2010-12-22 15:41:57,Idle
2010-12-22 15:41:57,2010-12-22 16:00:02,Meal_Preparation
2010-12-22 16:00:02,2010-12-22 16:06:17,Idle
2010-12-22 16:06:17,2010-12-22 16:25:45,Meal_Preparation
2010-12-22 16:25:45,2010-12-22 16:33:43,Idle
2010-12-22 16:33:43,2010-12-22 17:00:41,Meal_Preparation
2010-12-22 17:00:58,2010-12-22 17:38:13,Relax
2010-12-22 17:38:13,2010-12-22 17:39:58,Idle
2010-12-22 17:39:58,2010-12-22 17:50:27,Relax
2010-12-22 17:50:27,2010-12-22 17:53:32,Idle
2010-12-22 17:53:32,2010-12-22 18:25:53,Relax
2010-12-22 18:25:53,2010-12-22 18:32:05,Idle
2010-12-22 18:32:05,2010-12-22 18:46:19,Relax
2010-12-22 18:46:19,2010-12-22 18:47:27,Idle
2010-12-22 18:47:27,2010-12-22 18:51:48,Relax
2010-12-22 18:51:48,2010-12-22 18:55:16,Idle
2010-12-22 18:55:16,2010-12-22 19:05:26,Relax
2010-12-22 19:05:26,2010-12-22 19:07:10,Idle
2010-12-22 19:07:10,2010-12-22 19:28:03,Relax
2010-12-22 19:28:03,2010-12-22 19:34:44,Idle
2010-12-22 19:34:44,2010-12-22 19:45:55,Relax
2010-12-22 19:45:55,2010-12-22 19:56:44,Idle
2010-12-22 19:56:44,2010-12-22 20:42:20,Relax
2010-12-22 20:42:20,2010-12-22 20:44:19,Idle
2010-12-22 20:44:19,2010-12-22 20:56:47,Relax
2010-12-22 20:56:47,2010-12-22 21:03:50,Idle
2010-12-22 21:03:50,2010-12-22 21:14:01,Relax
2010-12-22 21:14:01,2010-12-22 21:31:56,Idle
2010-12-22 21:31:56,2010-12-22 22:20:36,Relax
2010-12-22 22:20:36,2010-12-22 22:23:49,Idle
2010-12-22 22:23:49,2010-12-22 22:27:58,Relax
2010-12-22 22:27:58,2010-12-22 22:29:45,Idle
2010-12-22 22:29:45,2010-12-22 23:05:17,Relax
2010-12-22 23:05:17,2010-12-22 23:19:13,Idle
2010-12-22 23:19:13,2010-12-22 23:24:56,Relax
2010-12-22 23:24:56,2010-12-22 23:26:18,Idle
2010-12-22 23:26:18,2010-12-23 00:03:02,Relax
2010-12-23 00:03:39,2010-12-23 00:31:10,Sleeping
2010-12-23 00:31:16,2010-12-23 00:34:16,Bathroom_Usage
2010-12-23 00:34:48,2010-12-23 05:09:59,Sleeping
2010-12-23 05:10:06,2010-12-23 05:12:46,Bathroom_Usage
2010-12-23 05:13:04,2010-12-23 06:56:58,Sleeping
2010-12-23 06:56:58,2010-12-23 07:02:22,Idle
2010-12-23 07:02:22,2010-12-23 07:15:27,Meal_Preparation
2010-12-23 07:15:54,2010-12-23 07:31:09,Relax
2010-12-23 07:31:09,2010-12-23 08:49:42,Idle
2010-12-23 08:49:42,2010-12-23 11:10:26,Outside
2010-12-23 11:10:26,2010-12-23 11:16:48,Idle
2010-12-23 11:16:48,2010-12-23 11:27:24,Meal_Preparation
2010-12-23 11:27:24,2010-12-23 11:30:03,Idle
2010-12-23 11:30:03,2010-12-23 11:43:24,Meal_Preparation
2010-12-23 11:43:24,2010-12-23 12:04:34,Idle
2010-12-23 12:04:34,2010-12-23 12:10:03,Meal_Preparation
2010-12-23 12:10:03,2010-12-23 12:11:07,Idle
2010-12-23 12:11:07,2010-12-23 12:27:46,Relax
2010-12-23 12:27:46,2010-12-23 14:31:17,Idle
2010-12-23 14:31:17,2010-12-23 15:33:00,Outside
2010-12-23 15:33:00,2010-12-23 15:36:33,Idle
2010-12-23 15:36:33,2010-12-23 15:48:38,Meal_Preparation
2010-12-23 15:48:38,2010-12-23 15:50:29,Idle
2010-12-23 15:50:29,2010-12-23 16:09:17,Relax
2010-12-23 16:09:17,2010-12-23 16:49:28,Idle
2010-12-23 16:49:28,2010-12-23 16:55:21,Relax
2010-12-23 16:55:21,2010-12-23 17:12:59,Idle
2010-12-23 17:12:59,2010-12-23 17:21:00,Meal_Preparation
2010-12-23 17:21:00,2010-12-23 18:25:52,Idle
2010-12-23 18:25:52,2010-12-23 18:56:17,Relax
2010-12-23 18:56:17,2010-12-23 18:57:42,Idle
2010-12-23 18:57:42,2010-12-23 19:06:25,Meal_Preparation
2010-12-23 19:06:25,2010-12-23 19:16:42,Idle
2010-12-23 19:16:42,2010-12-23 19:29:13,Relax
2010-12-23 19:29:13,2010-12-23 19:32:04,Idle
2010-12-23 19:32:04,2010-12-23 20:15:59,Relax
2010-12-23 20:15:59,2010-12-23 20:24:06,Idle
2010-12-23 20:24:06,2010-12-23 22:15:04,Relax
2010-12-23 22:15:04,2010-12-23 22:18:33,Idle
2010-12-23 22:18:33,2010-12-23 22:27:05,Relax
2010-12-23 22:27:05,2010-12-23 22:38:08,Idle
2010-12-23 22:38:08,2010-12-24 03:22:27,Sleeping
2010-12-24 03:22:37,2010-12-24 03:25:13,Bathroom_Usage
2010-12-24 03:25:20,2010-12-24 06:38:50,Sleeping
2010-12-24 06:38:50,2010-12-24 06:39:51,Idle
2010-12-24 06:39:51,2010-12-24 06:46:23,Meal_Preparation
2010-12-24 06:46:23,2010-12-24 06:49:23,Idle
2010-12-24 06:49:23,2010-12-24 06:52:10,Meal_Preparation
2010-12-24 06:52:10,2010-12-24 06:55:41,Idle
2010-12-24 06:55:41,2010-12-24 06:58:58,Meal_Preparation
2010-12-24 06:59:11,2010-12-24 07:14:33,Relax
2010-12-24 07:14:33,2010-12-24 08:14:27,Idle
2010-12-24 08:14:27,2010-12-24 11:59:13,Outside
2010-12-24 11:59:13,2010-12-24 12:03:50,Idle
2010-12-24 12:03:50,2010-12-24 13:29:29,Meal_Preparation
2010-12-24 13:29:36,2010-12-24 13:50:19,Relax
2010-12-24 13:50:19,2010-12-24 13:51:36,Idle
2010-12-24 13:51:36,2010-12-24 13:58:02,Meal_Preparation
2010-12-24 13:58:02,2010-12-24 14:01:30,Idle
2010-12-24 14:01:30,2010-12-24 14:50:01,Meal_Preparation
2010-12-24 14:50:01,2010-12-24 14:52:51,Idle
2010-12-24 14:52:51,2010-12-24 14:57:34,Relax
2010-12-24 14:57:34,2010-12-24 14:58:47,Idle
2010-12-24 14:58:47,2010-12-24 15:04:39,Relax
2010-12-24 15:04:42,2010-12-24 15:13:25,Meal_Preparation
2010-12-24 15:13:25,2010-12-24 15:42:26,Idle
2010-12-24 15:42:26,2010-12-24 16:05:12,Relax
2010-12-24 16:05:12,2010-12-24 16:49:28,Idle
2010-12-24 16:49:28,2010-12-24 16:54:51,Meal_Preparation
2010-12-24 16:54:51,2010-12-24 17:13:30,Idle
2010-12-24 17:13:30,2010-12-24 23:07:39,Outside
2010-12-24 23:07:39,2010-12-24 23:25:56,Idle
2010-12-24 23:25:56,2010-12-24 23:31:12,Relax
2010-12-24 23:31:12,2010-12-24 23:41:13,Idle
2010-12-24 23:41:13,2010-12-25 05:57:25,Sleeping
2010-12-25 05:57:25,2010-12-25 06:04:24,Idle
2010-12-25 06:04:24,2010-12-25 06:07:07,Meal_Preparation
2010-12-25 06:07:07,2010-12-25 06:16:39,Idle
2010-12-25 06:16:39,2010-12-25 06:18:18,Meal_Preparation
2010-12-25 06:18:18,2010-12-25 06:48:56,Idle
2010-12-25 06:48:56,2010-12-25 09:38:02,Outside
2010-12-25 09:38:40,2010-12-25 09:41:24,Relax
2010-12-25 09:41:24,2010-12-25 09:43:28,Idle
2010-12-25 09:43:28,2010-12-25 10:02:13,Relax
2010-12-25 10:02:13,2010-12-25 10:14:10,Idle
2010-12-25 10:14:10,2010-12-25 10:54:36,Meal_Preparation
2010-12-25 10:54:36,2010-12-25 10:59:11,Idle
2010-12-25 10:59:11,2010-12-25 11:13:12,Meal_Preparation
2010-12-25 11:13:12,2010-12-25 11:18:19,Idle
2010-12-25 11:18:19,2010-12-25 11:20:41,Meal_Preparation
2010-12-25 11:20:41,2010-12-25 11:25:56,Idle
2010-12-25 11:25:56,2010-12-25 12:09:00,Relax
2010-12-25 12:09:00,2010-12-25 12:14:20,Idle
2010-12-25 12:14:20,2010-12-25 12:36:37,Relax
2010-12-25 12:36:37,2010-12-25 14:15:10,Idle
2010-12-25 14:15:10,2010-12-25 14:45:22,Relax
2010-12-25 14:45:22,2010-12-25 14:48:17,Idle
2010-12-25 14:48:17,2010-12-25 14:48:26,Outside
2010-12-25 14:48:26,2010-12-25 14:52:02,Idle
2010-12-25 14:52:02,2010-12-25 15:44:00,Outside
2010-12-25 15:44:00,2010-12-25 15:56:23,Idle
2010-12-25 15:56:23,2010-12-25 16:10:21,Meal_Preparation
2010-12-25 16:10:21,2010-12-25 16:12:09,Idle
2010-12-25 16:12:09,2010-12-25 16:33:24,Relax
2010-12-25 16:33:24,2010-12-25 16:37:45,Idle
2010-12-25 16:37:45,2010-12-25 17:32:59,Relax
2010-12-25 17:32:59,2010-12-25 17:36:14,Idle
2010-12-25 17:36:14,2010-12-25 17:42:15,Meal_Preparation
2010-12-25 17:42:15,2010-12-25 17:46:46,Idle
2010-12-25 17:46:46,2010-12-25 19:41:23,Relax
2010-12-25 19:41:23,2010-12-25 20:08:58,Idle
2010-12-25 20:08:58,2010-12-25 22:03:33,Relax
2010-12-25 22:03:33,2010-12-25 22:06:08,Idle
2010-12-25 22:06:08,2010-12-25 22:21:41,Relax
2010-12-25 22:21:41,2010-12-25 22:33:16,Idle
2010-12-25 22:33:16,2010-12-25 23:13:19,Relax
2010-12-25 23:13:19,2010-12-25 23:20:57,Idle
2010-12-25 23:20:57,2010-12-26 04:54:03,Sleeping
2010-12-26 04:54:15,2010-12-26 05:00:57,Bathroom_Usage
2010-12-26 05:01:03,2010-12-26 05:56:47,Sleeping
2010-12-26 05:56:47,2010-12-26 06:03:13,Idle
2010-12-26 06:03:13,2010-12-26 06:11:27,Meal_Preparation
2010-12-26 06:11:32,2010-12-26 06:15:30,Relax
2010-12-26 06:15:36,2010-12-26 06:18:21,Meal_Preparation
2010-12-26 06:18:26,2010-12-26 06:50:13,Relax
2010-12-26 06:50:13,2010-12-26 06:56:15,Idle
2010-12-26 06:56:15,2010-12-26 07:06:32,Relax
2010-12-26 07:06:32,2010-12-26 07:17:51,Idle
2010-12-26 07:17:51,2010-12-26 09:21:47,Relax
2010-12-26 09:21:47,2010-12-26 09:55:30,Idle
2010-12-26 09:55:30,2010-12-26 10:15:25,Relax
2010-12-26 10:15:25,2010-12-26 10:28:19,Idle
2010-12-26 10:28:19,2010-12-26 10:37:21,Meal_Preparation
2010-12-26 10:37:21,2010-12-26 10:45:06,Idle
2010-12-26 10:45:06,2010-12-26 11:06:42,Relax
2010-12-26 11:06:42,2010-12-26 11:21:57,Idle
2010-12-26 11:21:57,2010-12-26 11:31:56,Relax
2010-12-26 11:31:56,2010-12-26 11:53:52,Idle
2010-12-26 11:53:52,2010-12-26 13:36:36,Relax
2010-12-26 13:36:36,2010-12-26 13:50:53,Idle
2010-12-26 13:50:53,2010-12-26 13:59:23,Relax
2010-12-26 13:59:23,2010-12-26 14:27:11,Idle
2010-12-26 14:27:11,2010-12-26 14:31:41,Outside
2010-12-26 14:31:41,2010-12-26 14:53:57,Idle
2010-12-26 14:53:57,2010-12-26 18:17:06,Outside
2010-12-26 18:17:06,2010-12-26 18:41:18,Idle
2010-12-26 18:41:18,2010-12-26 21:53:49,Relax
2010-12-26 21:53:49,2010-12-26 22:11:16,Idle
2010-12-26 22:11:16,2010-12-27 08:57:39,Sleeping
2010-12-27 08:57:39,2010-12-27 09:11:17,Idle
2010-12-27 09:11:17,2010-12-27 09:20:12,Meal_Preparation
2010-12-27 09:20:12,2010-12-27 09:31:07,Idle
2010-12-27 09:31:07,2010-12-27 10:09:57,Relax
2010-12-27 10:09:57,2010-12-27 10:49:58,Idle
2010-12-27 10:49:58,2010-12-27 11:04:11,Relax
2010-12-27 11:04:11,2010-12-27 11:16:46,Idle
2010-12-27 11:16:46,2010-12-27 11:29:44,Meal_Preparation
2010-12-27 11:29:44,2010-12-27 12:19:40,Idle
2010-12-27 12:19:40,2010-12-27 12:28:21,Relax
2010-12-27 12:28:21,2010-12-27 13:01:04,Idle
2010-12-27 13:01:04,2010-12-27 15:02:13,Outside
2010-12-27 15:02:13,2010-12-27 15:51:41,Idle
2010-12-27 15:51:41,2010-12-27 15:53:24,Outside
2010-12-27 15:53:24,2010-12-27 17:25:59,Idle
2010-12-27 17:25:59,2010-12-27 17:33:48,Meal_Preparation
2010-12-27 17:33:48,2010-12-27 17:58:55,Idle
2010-12-27 17:58:55,2010-12-27 18:08:14,Meal_Preparation
2010-12-27 18:08:14,2010-12-27 18:34:30,Idle
2010-12-27 18:34:30,2010-12-27 18:52:11,Meal_Preparation
2010-12-27 18:52:11,2010-12-27 23:18:18,Idle
2010-12-27 23:18:18,2010-12-28 00:21:47,Relax
2010-12-28 00:21:47,2010-12-28 00:28:42,Idle
2010-12-28 00:28:42,2010-12-28 00:32:36,Relax
2010-12-28 00:32:36,2010-12-28 00:40:59,Idle
2010-12-28 00:40:59,2010-12-28 04:13:33,Sleeping
2010-12-28 04:13:33,2010-12-28 04:52:46,Idle
2010-12-28 04:52:46,2010-12-28 06:29:21,Sleeping
2010-12-28 06:29:21,2010-12-28 08:39:46,Idle
2010-12-28 08:39:46,2010-12-28 08:44:04,Meal_Preparation
2010-12-28 08:44:04,2010-12-28 08:46:07,Idle
2010-12-28 08:46:07,2010-12-28 08:56:40,Meal_Preparation
2010-12-28 08:56:56,2010-12-28 09:13:37,Relax
2010-12-28 09:13:37,2010-12-28 09:20:04,Meal_Preparation
2010-12-28 09:20:04,2010-12-28 09:25:46,Idle
2010-12-28 09:25:46,2010-12-28 09:42:44,Relax
2010-12-28 09:42:44,2010-12-28 09:44:41,Idle
2010-12-28 09:44:41,2010-12-28 10:17:22,Relax
2010-12-28 10:18:05,2010-12-28 10:42:06,Meal_Preparation
2010-12-28 10:42:06,2010-12-28 10:44:15,Idle
2010-12-28 10:44:15,2010-12-28 10:47:23,Meal_Preparation
2010-12-28 10:47:23,2010-12-28 11:01:26,Idle
2010-12-28 11:01:26,2010-12-28 11:03:07,Relax
2010-12-28 11:03:07,2010-12-28 11:33:21,Idle
2010-12-28 11:33:21,2010-12-28 11:35:36,Relax
2010-12-28 11:35:36,2010-12-28 11:58:03,Idle
2010-12-28 11:58:03,2010-12-28 12:14:41,Meal_Preparation
2010-12-28 12:14:41,2010-12-28 12:41:49,Idle
2010-12-28 12:41:49,2010-12-28 12:56:00,Meal_Preparation
2010-12-28 12:56:00,2010-12-28 12:58:09,Idle
2010-12-28 12:58:09,2010-12-28 13:11:23,Meal_Preparation
2010-12-28 13:11:23,2010-12-28 13:50:29,Idle
2010-12-28 13:50:29,2010-12-28 14:08:26,Relax
2010-12-28 14:08:26,2010-12-28 14:17:46,Idle
2010-12-28 14:17:46,2010-12-28 14:30:18,Relax
2010-12-28 14:30:18,2010-12-28 15:35:11,Idle
2010-12-28 15:35:11,2010-12-28 15:46:53,Relax
2010-12-28 15:46:53,2010-12-28 15:51:27,Idle
2010-12-28 15:51:27,2010-12-28 16:02:43,Meal_Preparation
2010-12-28 16:02:43,2010-12-28 16:14:03,Idle
2010-12-28 16:14:03,2010-12-28 16:47:43,Relax
2010-12-28 16:47:43,2010-12-28 16:50:46,Idle
2010-12-28 16:50:46,2010-12-28 16:56:17,Relax
2010-12-28 16:56:17,2010-12-28 16:58:11,Idle
2010-12-28 16:58:11,2010-12-28 18:23:59,Relax
2010-12-28 18:23:59,2010-12-28 18:27:36,Idle
2010-12-28 18:27:36,2010-12-28 18:43:14,Relax
2010-12-28 18:43:14,2010-12-28 18:46:40,Idle
2010-12-28 18:46:40,2010-12-28 19:13:03,Relax
2010-12-28 19:13:03,2010-12-28 19:20:24,Idle
2010-12-28 19:20:24,2010-12-28 19:27:52,Meal_Preparation
2010-12-28 19:28:10,2010-12-28 19:46:10,Relax
2010-12-28 19:46:10,2010-12-28 20:03:08,Idle
2010-12-28 20:03:08,2010-12-28 20:23:29,Relax
2010-12-28 20:23:29,2010-12-28 20:25:39,Idle
2010-12-28 20:25:39,2010-12-28 20:42:29,Relax
2010-12-28 20:42:29,2010-12-28 20:53:48,Idle
2010-12-28 20:53:48,2010-12-28 21:48:43,Relax
2010-12-28 21:48:43,2010-12-28 22:03:31,Idle
2010-12-28 22:03:31,2010-12-28 22:13:57,Relax
2010-12-28 22:13:57,2010-12-28 22:24:59,Idle
2010-12-28 22:24:59,2010-12-28 23:11:28,Relax
2010-12-28 23:11:28,2010-12-28 23:18:03,Idle
2010-12-28 23:18:03,2010-12-28 23:52:46,Relax
2010-12-28 23:52:46,2010-12-28 23:56:04,Idle
2010-12-28 23:56:04,2010-12-29 04:24:07,Sleeping
2010-12-29 04:24:15,2010-12-29 04:26:47,Bathroom_Usage
2010-12-29 04:26:51,2010-12-29 06:57:29,Sleeping
2010-12-29 06:57:29,2010-12-29 07:11:09,Idle
2010-12-29 07:11:09,2010-12-29 07:18:19,Meal_Preparation
2010-12-29 07:18:19,2010-12-29 07:20:51,Idle
2010-12-29 07:20:51,2010-12-29 07:24:00,Meal_Preparation
2010-12-29 07:24:00,2010-12-29 07:26:37,Idle
2010-12-29 07:26:37,2010-12-29 07:44:58,Relax
2010-12-29 07:44:58,2010-12-29 07:56:31,Idle
2010-12-29 07:56:31,2010-12-29 08:11:18,Relax
2010-12-29 08:11:18,2010-12-29 08:23:58,Idle
2010-12-29 08:23:58,2010-12-29 08:41:13,Relax
2010-12-29 08:41:13,2010-12-29 09:41:16,Idle
2010-12-29 09:41:16,2010-12-29 09:57:29,Meal_Preparation
2010-12-29 09:57:29,2010-12-29 10:07:34,Idle
2010-12-29 10:07:34,2010-12-29 10:54:37,Relax
2010-12-29 10:54:37,2010-12-29 11:44:48,Idle
2010-12-29 11:44:48,2010-12-29 11:49:16,Relax
2010-12-29 11:49:16,2010-12-29 12:22:46,Idle
2010-12-29 12:22:46,2010-12-29 12:49:03,Meal_Preparation
2010-12-29 12:49:03,2010-12-29 13:02:21,Idle
2010-12-29 13:02:21,2010-12-29 13:08:52,Relax
2010-12-29 13:08:52,2010-12-29 13:13:11,Idle
2010-12-29 13:13:11,2010-12-29 13:21:04,Relax
2010-12-29 13:21:04,2010-12-29 13:27:00,Idle
2010-12-29 13:27:00,2010-12-29 14:06:14,Relax
2010-12-29 14:06:14,2010-12-29 14:16:35,Idle
2010-12-29 14:16:35,2010-12-29 14:57:48,Relax
2010-12-29 14:57:48,2010-12-29 15:01:44,Idle
2010-12-29 15:01:44,2010-12-29 15:51:49,Relax
2010-12-29 15:51:49,2010-12-29 15:55:18,Idle
2010-12-29 15:55:18,2010-12-29 16:02:47,Relax
2010-12-29 16:02:47,2010-12-29 16:06:07,Idle
2010-12-29 16:06:07,2010-12-29 16:10:58,Relax
2010-12-29 16:10:58,2010-12-29 16:19:57,Idle
2010-12-29 16:19:57,2010-12-29 16:46:50,Relax
2010-12-29 16:46:50,2010-12-29 16:48:40,Idle
2010-12-29 16:48:40,2010-12-29 17:06:37,Relax
2010-12-29 17:06:37,2010-12-29 17:11:11,Idle
2010-12-29 17:11:11,2010-12-29 17:23:29,Relax
2010-12-29 17:23:29,2010-12-29 17:26:51,Idle
2010-12-29 17:26:51,2010-12-29 17:35:59,Relax
2010-12-29 17:35:59,2010-12-29 18:04:04,Idle
2010-12-29 18:04:04,2010-12-29 18:13:35,Meal_Preparation
2010-12-29 18:13:35,2010-12-29 18:44:59,Idle
2010-12-29 18:44:59,2010-12-29 20:09:32,Relax
2010-12-29 20:09:32,2010-12-29 20:30:25,Idle
2010-12-29 20:30:25,2010-12-29 20:48:38,Relax
2010-12-29 20:48:38,2010-12-29 21:03:48,Idle
2010-12-29 21:03:48,2010-12-29 21:57:52,Relax
2010-12-29 21:57:52,2010-12-29 22:09:40,Idle
2010-12-29 22:09:40,2010-12-29 23:07:34,Relax
2010-12-29 23:07:34,2010-12-29 23:14:18,Idle
2010-12-29 23:14:18,2010-12-29 23:45:02,Relax
2010-12-29 23:45:02,2010-12-30 00:02:59,Idle
2010-12-30 00:02:59,2010-12-30 00:16:58,Relax
2010-12-30 00:16:58,2010-12-30 00:18:36,Idle
2010-12-30 00:18:36,2010-12-30 00:46:04,Relax
2010-12-30 00:46:04,2010-12-30 01:01:39,Idle
2010-12-30 01:01:39,2010-12-30 01:33:17,Relax
2010-12-30 01:33:17,2010-12-30 01:45:08,Idle
2010-12-30 01:45:08,2010-12-30 06:43:50,Sleeping
2010-12-30 06:43:50,2010-12-30 07:45:22,Idle
2010-12-30 07:45:22,2010-12-30 08:04:16,Meal_Preparation
2010-12-30 08:04:16,2010-12-30 08:10:21,Idle
2010-12-30 08:10:21,2010-12-30 08:33:03,Relax
2010-12-30 08:33:03,2010-12-30 08:43:04,Idle
2010-12-30 08:43:04,2010-12-30 08:50:45,Relax
2010-12-30 08:50:45,2010-12-30 09:25:44,Idle
2010-12-30 09:25:44,2010-12-30 09:40:27,Relax
2010-12-30 09:40:27,2010-12-30 10:05:07,Idle
2010-12-30 10:05:07,2010-12-30 10:20:54,Relax
2010-12-30 10:20:54,2010-12-30 10:56:01,Idle
2010-12-30 10:56:01,2010-12-30 11:01:30,Meal_Preparation
2010-12-30 11:01:30,2010-12-30 11:03:51,Idle
2010-12-30 11:03:51,2010-12-30 11:07:17,Relax
2010-12-30 11:07:17,2010-12-30 11:43:04,Idle
2010-12-30 11:43:04,2010-12-30 11:51:46,Meal_Preparation
2010-12-30 11:51:46,2010-12-30 11:58:53,Idle
2010-12-30 11:58:53,2010-12-30 12:17:10,Meal_Preparation
2010-12-30 12:17:10,2010-12-30 12:19:47,Idle
2010-12-30 12:19:47,2010-12-30 12:23:29,Relax
2010-12-30 12:23:29,2010-12-30 12:26:00,Idle
2010-12-30 12:26:00,2010-12-30 12:42:11,Meal_Preparation
2010-12-30 12:42:43,2010-12-30 13:02:06,Relax
2010-12-30 13:02:06,2010-12-30 16:43:04,Idle
2010-12-30 16:43:04,2010-12-30 16:57:25,Meal_Preparation
2010-12-30 16:57:25,2010-12-30 17:02:24,Idle
2010-12-30 17:02:24,2010-12-30 17:44:57,Relax
2010-12-30 17:44:57,2010-12-30 18:19:35,Idle
2010-12-30 18:19:35,2010-12-30 19:19:58,Relax
2010-12-30 19:20:05,2010-12-30 19:38:35,Meal_Preparation
2010-12-30 19:38:35,2010-12-30 19:54:18,Idle
2010-12-30 19:54:18,2010-12-30 21:07:27,Relax
2010-12-30 21:07:27,2010-12-30 21:16:30,Idle
2010-12-30 21:16:30,2010-12-30 22:10:37,Relax
2010-12-30 22:10:37,2010-12-30 22:14:23,Idle
2010-12-30 22:14:23,2010-12-30 23:07:26,Relax
2010-12-30 23:07:26,2010-12-30 23:10:36,Idle
2010-12-30 23:10:36,2010-12-31 00:39:19,Relax
2010-12-31 00:39:19,2010-12-31 00:46:51,Idle
2010-12-31 00:46:51,2010-12-31 05:57:20,Sleeping
2010-12-31 05:57:20,2010-12-31 06:00:08,Idle
2010-12-31 06:00:08,2010-12-31 07:01:15,Sleeping
2010-12-31 07:01:15,2010-12-31 07:03:59,Idle
2010-12-31 07:03:59,2010-12-31 07:14:53,Meal_Preparation
2010-12-31 07:15:11,2010-12-31 07:25:34,Relax
2010-12-31 07:25:34,2010-12-31 08:30:15,Idle
2010-12-31 08:30:15,2010-12-31 13:52:15,Outside
2010-12-31 13:52:15,2010-12-31 14:00:13,Idle
2010-12-31 14:00:13,2010-12-31 14:06:03,Relax
2010-12-31 14:06:09,2010-12-31 14:13:33,Meal_Preparation
2010-12-31 14:13:35,2010-12-31 14:38:00,Movement
2010-12-31 14:38:00,2010-12-31 14:42:20,Idle
2010-12-31 14:42:20,2010-12-31 14:58:18,Relax
2010-12-31 14:58:18,2010-12-31 15:12:01,Idle
2010-12-31 15:12:01,2010-12-31 16:26:00,Relax
2010-12-31 16:26:00,2010-12-31 16:42:34,Idle
