Start_Time,End_Time,Sensor
2011-12-13 09:02:37,2011-12-13 09:02:45,contact_bathroom
2011-12-13 09:03:01,2011-12-13 09:03:05,motion_living
2011-12-13 09:03:53,2011-12-13 09:42:36,motion_living
2011-12-13 09:43:18,2011-12-13 09:43:21,motion_living
2011-12-13 09:43:31,2011-12-13 09:43:34,motion_bedroom
2011-12-13 09:45:36,2011-12-13 09:45:38,motion_bedroom
2011-12-13 09:47:06,2011-12-13 09:47:10,motion_living
2011-12-13 09:53:56,2011-12-13 09:53:59,motion_living
2011-12-13 09:53:59,2011-12-13 09:54:02,motion_kitchen
2011-12-13 09:54:44,2011-12-13 09:54:46,motion_kitchen
2011-12-13 09:55:14,2011-12-13 09:55:17,motion_living
2011-12-13 09:55:53,2011-12-13 11:35:07,motion_living
2011-12-13 11:35:56,2011-12-13 11:36:32,motion_living
2011-12-13 11:37:57,2011-12-13 11:38:30,contact_bathroom
2011-12-13 11:38:43,2011-12-13 11:38:47,motion_bedroom
2011-12-13 11:39:23,2011-12-13 19:00:06,motion_bedroom
2011-12-13 19:00:54,2011-12-13 19:00:57,motion_bedroom
2011-12-13 19:02:39,2011-12-13 19:02:41,motion_living
2011-12-13 19:05:28,2011-12-13 19:05:31,motion_living
2011-12-13 19:05:43,2011-12-13 19:05:48,motion_kitchen
2011-12-13 19:13:45,2011-12-13 19:13:47,motion_kitchen
2011-12-13 19:14:17,2011-12-13 19:14:21,motion_bedroom
2011-12-13 19:19:01,2011-12-13 19:19:03,motion_bedroom
2011-12-13 19:20:37,2011-12-13 19:20:40,contact_bathroom
2011-12-13 19:30:15,2011-12-13 19:33:17,contact_bathroom
2011-12-13 19:38:28,2011-12-13 19:39:17,contact_bathroom
2011-12-13 19:43:46,2011-12-13 19:45:41,contact_bathroom
2011-12-13 19:46:15,2011-12-13 19:46:19,motion_bedroom
2011-12-13 19:51:42,2011-12-13 19:51:45,motion_bedroom
2011-12-13 20:02:06,2011-12-13 20:02:12,contact_entrance
2011-12-13 20:19:55,2011-12-13 20:19:58,contact_entrance
2011-12-13 20:20:39,2011-12-13 20:20:42,motion_kitchen
2011-12-13 20:20:50,2011-12-13 20:20:53,contact_fridge
2011-12-13 20:21:01,2011-12-13 20:21:03,motion_kitchen
2011-12-13 20:22:55,2011-12-13 20:22:58,motion_kitchen
2011-12-13 20:58:25,2011-12-13 20:58:29,motion_kitchen
2011-12-13 20:58:56,2011-12-13 20:58:59,motion_bedroom
2011-12-13 21:00:43,2011-12-13 21:00:46,motion_bedroom
2011-12-13 21:01:36,2011-12-13 21:01:39,contact_entrance
2011-12-13 23:50:41,2011-12-13 23:50:45,contact_entrance
2011-12-13 23:50:57,2011-12-13 23:51:01,motion_kitchen
2011-12-13 23:51:36,2011-12-13 23:51:39,motion_kitchen
2011-12-13 23:52:11,2011-12-13 23:52:12,motion_bedroom
2011-12-13 23:54:47,2011-12-13 23:54:49,motion_bedroom
2011-12-13 23:56:36,2011-12-13 23:56:39,motion_kitchen
2011-12-14 00:08:31,2011-12-14 00:08:33,motion_kitchen
2011-12-14 00:09:52,2011-12-14 00:10:02,motion_kitchen
2011-12-14 00:12:20,2011-12-14 00:12:22,motion_kitchen
2011-12-14 00:17:15,2011-12-14 00:17:19,motion_kitchen
2011-12-14 00:26:16,2011-12-14 00:26:20,motion_kitchen
2011-12-14 00:29:44,2011-12-14 00:29:47,motion_kitchen
2011-12-14 00:48:02,2011-12-14 00:48:05,motion_kitchen
2011-12-14 00:49:20,2011-12-14 00:49:23,motion_living
2011-12-14 00:50:19,2011-12-14 00:50:21,motion_living
2011-12-14 00:50:29,2011-12-14 00:50:32,motion_kitchen
2011-12-14 00:51:24,2011-12-14 00:51:27,motion_kitchen
2011-12-14 00:51:58,2011-12-14 00:52:00,motion_living
2011-12-14 00:52:52,2011-12-14 01:59:21,motion_living
2011-12-14 02:00:20,2011-12-14 02:00:23,motion_living
2011-12-14 02:00:31,2011-12-14 02:00:34,motion_kitchen
2011-12-14 02:13:16,2011-12-14 02:13:18,motion_kitchen
2011-12-14 02:13:33,2011-12-14 02:13:36,motion_living
2011-12-14 02:13:52,2011-12-14 02:13:54,motion_living
2011-12-14 02:16:18,2011-12-14 02:16:21,motion_living
2011-12-14 02:42:11,2011-12-14 02:42:14,motion_living
2011-12-14 02:43:12,2011-12-14 02:43:15,motion_bedroom
2011-12-14 02:43:37,2011-12-14 02:43:40,motion_bedroom
2011-12-14 02:43:54,2011-12-14 02:43:58,motion_living
2011-12-14 02:45:03,2011-12-14 03:39:05,motion_living
2011-12-14 03:40:18,2011-12-14 03:40:21,motion_living
2011-12-14 03:42:35,2011-12-14 03:42:38,motion_bedroom
2011-12-14 03:43:14,2011-12-14 03:43:18,motion_bedroom
2011-12-14 03:43:39,2011-12-14 03:43:42,motion_kitchen
2011-12-14 03:45:23,2011-12-14 03:45:25,motion_kitchen
2011-12-14 03:46:22,2011-12-14 03:46:26,motion_living
2011-12-14 03:47:18,2011-12-14 04:04:01,motion_living
2011-12-14 04:05:21,2011-12-14 04:05:24,motion_living
2011-12-14 04:05:52,2011-12-14 04:05:55,motion_living
2011-12-14 04:07:38,2011-12-14 04:29:59,motion_living
2011-12-14 04:31:26,2011-12-14 04:31:29,motion_living
2011-12-14 04:33:31,2011-12-14 04:33:35,motion_living
2011-12-14 04:34:18,2011-12-14 04:56:20,motion_living
2011-12-14 04:57:29,2011-12-14 04:57:31,motion_living
2011-12-14 05:00:42,2011-12-14 05:00:44,motion_kitchen
2011-12-14 05:21:59,2011-12-14 05:22:10,motion_kitchen
2011-12-14 05:22:19,2011-12-14 05:22:22,motion_kitchen
2011-12-14 05:52:25,2011-12-14 05:52:29,motion_kitchen
2011-12-14 05:53:07,2011-12-14 05:53:32,motion_living
2011-12-14 05:53:52,2011-12-14 05:53:54,motion_living
2011-12-14 05:57:57,2011-12-14 05:57:59,motion_bedroom
2011-12-14 05:59:01,2011-12-14 05:59:04,motion_bedroom
2011-12-14 06:00:53,2011-12-14 06:00:54,motion_living
2011-12-14 06:02:04,2011-12-14 09:06:35,motion_living
2011-12-14 09:07:15,2011-12-14 09:07:19,motion_living
2011-12-14 09:07:21,2011-12-14 09:07:25,motion_bedroom
2011-12-14 09:08:33,2011-12-14 09:08:35,motion_bedroom
2011-12-14 09:08:55,2011-12-14 09:08:59,motion_living
2011-12-14 09:25:58,2011-12-14 09:26:01,motion_living
2011-12-14 09:26:11,2011-12-14 09:26:16,motion_kitchen
2011-12-14 09:26:47,2011-12-14 09:30:33,power_microwave
2011-12-14 09:30:59,2011-12-14 09:31:01,motion_kitchen
2011-12-14 09:31:12,2011-12-14 09:31:20,motion_living
2011-12-14 09:43:20,2011-12-14 09:43:25,motion_living
2011-12-14 09:43:33,2011-12-14 09:43:44,motion_bedroom
2011-12-14 09:46:22,2011-12-14 09:46:24,motion_bedroom
2011-12-14 09:48:23,2011-12-14 09:48:54,contact_bathroom
2011-12-14 09:49:43,2011-12-14 09:49:49,motion_living
2011-12-14 09:53:01,2011-12-14 09:53:04,motion_living
2011-12-14 09:53:18,2011-12-14 09:53:21,motion_kitchen
2011-12-14 09:53:41,2011-12-14 09:53:43,motion_kitchen
2011-12-14 09:53:56,2011-12-14 09:54:00,motion_living
2011-12-14 09:54:52,2011-12-14 10:29:26,motion_living
2011-12-14 10:29:58,2011-12-14 10:30:01,motion_living
2011-12-14 10:36:11,2011-12-14 10:37:20,contact_bathroom
2011-12-14 10:37:45,2011-12-14 10:37:50,motion_bedroom
2011-12-14 10:38:32,2011-12-14 15:20:06,motion_bedroom
2011-12-14 15:21:17,2011-12-14 15:21:20,motion_bedroom
2011-12-14 15:24:10,2011-12-14 15:24:43,contact_bathroom
2011-12-14 15:24:46,2011-12-14 15:24:50,motion_bedroom
2011-12-14 15:25:42,2011-12-14 19:09:05,motion_bedroom
2011-12-14 19:10:13,2011-12-14 19:10:18,motion_bedroom
2011-12-14 19:13:45,2011-12-14 19:13:49,motion_bedroom
2011-12-14 19:14:59,2011-12-14 19:15:01,motion_bedroom
2011-12-14 19:15:17,2011-12-14 19:15:21,motion_kitchen
2011-12-14 19:26:39,2011-12-14 19:26:42,motion_kitchen
2011-12-14 19:28:56,2011-12-14 19:29:00,motion_living
2011-12-14 19:30:31,2011-12-14 19:30:34,motion_living
2011-12-14 19:31:02,2011-12-14 19:31:07,motion_bedroom
2011-12-14 19:31:12,2011-12-14 19:31:17,motion_bedroom
2011-12-14 19:31:25,2011-12-14 19:31:28,motion_living
2011-12-14 19:32:01,2011-12-14 20:45:39,motion_living
2011-12-14 20:46:17,2011-12-14 20:46:20,motion_living
2011-12-14 20:47:07,2011-12-14 20:47:10,motion_kitchen
2011-12-14 20:48:41,2011-12-14 20:48:47,contact_fridge
2011-12-14 20:55:34,2011-12-14 20:55:48,motion_kitchen
2011-12-14 21:03:13,2011-12-14 21:03:15,motion_kitchen
2011-12-14 21:08:05,2011-12-14 21:08:07,contact_fridge
2011-12-14 21:10:03,2011-12-14 21:10:06,motion_kitchen
2011-12-14 21:11:22,2011-12-14 21:11:26,motion_bedroom
2011-12-14 21:15:12,2011-12-14 21:15:14,motion_bedroom
2011-12-14 21:16:18,2011-12-14 21:16:21,motion_living
2011-12-14 21:17:17,2011-12-14 21:24:29,motion_living
2011-12-14 21:25:36,2011-12-14 21:25:41,motion_living
2011-12-14 21:27:40,2011-12-14 21:27:43,motion_living
2011-12-14 21:28:27,2011-12-14 21:43:09,motion_living
2011-12-14 21:44:34,2011-12-14 21:44:37,motion_living
2011-12-14 21:44:56,2011-12-14 21:45:19,motion_kitchen
2011-12-14 21:53:58,2011-12-14 21:54:01,motion_kitchen
2011-12-14 21:56:30,2011-12-14 22:01:08,contact_bathroom
2011-12-14 22:04:54,2011-12-14 22:07:46,contact_bathroom
2011-12-14 22:09:07,2011-12-14 22:11:33,contact_bathroom
2011-12-14 22:16:41,2011-12-14 22:17:44,contact_bathroom
2011-12-14 22:19:33,2011-12-14 22:19:37,motion_bedroom
2011-12-14 22:29:21,2011-12-14 22:29:25,motion_bedroom
2011-12-14 22:30:22,2011-12-14 22:31:46,contact_bathroom
2011-12-14 22:37:51,2011-12-14 22:38:06,motion_living
2011-12-14 22:50:58,2011-12-14 22:51:00,motion_living
2011-12-14 22:51:02,2011-12-14 22:51:06,motion_bedroom
2011-12-14 22:51:53,2011-12-14 22:52:07,motion_bedroom
2011-12-14 22:53:54,2011-12-14 22:53:57,motion_living
2011-12-14 22:55:45,2011-12-14 23:00:20,motion_living
2011-12-14 23:01:00,2011-12-14 23:01:05,motion_living
2011-12-14 23:01:10,2011-12-14 23:01:15,contact_entrance
2011-12-14 23:03:18,2011-12-14 23:03:26,contact_entrance
2011-12-14 23:02:58,2011-12-14 23:03:01,motion_living
2011-12-14 23:03:21,2011-12-14 23:03:24,motion_living
2011-12-14 23:03:32,2011-12-14 23:03:36,motion_kitchen
2011-12-14 23:04:15,2011-12-14 23:04:18,motion_kitchen
2011-12-14 23:04:29,2011-12-14 23:04:33,motion_living
2011-12-14 23:04:45,2011-12-14 23:04:48,motion_living
2011-12-14 23:06:41,2011-12-14 23:06:48,contact_entrance
2011-12-15 00:31:22,2011-12-15 00:31:28,contact_entrance
2011-12-15 00:32:13,2011-12-15 00:33:04,contact_bathroom
2011-12-15 00:33:05,2011-12-15 00:33:19,motion_living
2011-12-15 00:35:40,2011-12-15 00:35:46,motion_living
2011-12-15 00:36:04,2011-12-15 00:36:08,motion_bedroom
2011-12-15 00:37:12,2011-12-15 00:37:16,motion_bedroom
2011-12-15 00:38:30,2011-12-15 00:38:37,contact_entrance
2011-12-15 01:58:29,2011-12-15 01:58:35,contact_entrance
2011-12-15 01:58:58,2011-12-15 01:59:01,motion_living
2011-12-15 02:03:44,2011-12-15 02:03:47,motion_living
2011-12-15 02:07:36,2011-12-15 02:07:40,motion_living
2011-12-15 02:08:02,2011-12-15 05:56:46,motion_living
2011-12-15 05:57:44,2011-12-15 05:57:50,motion_living
2011-12-15 06:02:38,2011-12-15 06:02:42,motion_living
2011-12-15 06:03:46,2011-12-15 06:03:49,motion_living
2011-12-15 06:04:40,2011-12-15 06:04:44,motion_bedroom
2011-12-15 06:05:08,2011-12-15 06:05:10,motion_bedroom
2011-12-15 06:09:34,2011-12-15 06:09:37,motion_living
2011-12-15 06:11:00,2011-12-15 06:11:03,motion_living
2011-12-15 06:11:12,2011-12-15 06:11:15,motion_kitchen
2011-12-15 06:18:53,2011-12-15 06:18:57,motion_kitchen
2011-12-15 06:20:29,2011-12-15 06:20:32,motion_living
2011-12-15 06:21:49,2011-12-15 07:13:40,motion_living
2011-12-15 07:13:57,2011-12-15 07:13:59,motion_living
2011-12-15 07:15:17,2011-12-15 07:15:20,motion_living
2011-12-15 07:46:00,2011-12-15 07:46:04,motion_living
2011-12-15 07:46:12,2011-12-15 07:46:17,motion_kitchen
2011-12-15 07:49:13,2011-12-15 07:51:13,power_microwave
2011-12-15 07:51:14,2011-12-15 07:51:20,contact_fridge
2011-12-15 07:51:31,2011-12-15 07:51:33,motion_kitchen
2011-12-15 07:51:43,2011-12-15 07:51:46,motion_living
2011-12-15 07:52:57,2011-12-15 07:53:00,motion_living
2011-12-15 07:53:10,2011-12-15 07:53:12,motion_kitchen
2011-12-15 07:53:15,2011-12-15 07:53:26,power_microwave
2011-12-15 07:54:22,2011-12-15 07:54:28,contact_fridge
2011-12-15 07:54:40,2011-12-15 07:54:43,contact_fridge
2011-12-15 07:55:56,2011-12-15 07:55:59,motion_kitchen
2011-12-15 07:56:06,2011-12-15 07:56:09,motion_living
2011-12-15 07:57:14,2011-12-15 08:22:36,motion_living
2011-12-15 08:23:14,2011-12-15 08:23:17,motion_living
2011-12-15 08:23:28,2011-12-15 08:23:32,motion_kitchen
2011-12-15 08:26:36,2011-12-15 08:26:38,motion_kitchen
2011-12-15 08:27:26,2011-12-15 08:27:30,motion_living
2011-12-15 08:28:15,2011-12-15 09:14:06,motion_living
2011-12-15 09:15:05,2011-12-15 09:15:07,motion_living
2011-12-15 09:16:24,2011-12-15 09:16:27,motion_bedroom
2011-12-15 09:20:22,2011-12-15 09:20:28,motion_bedroom
2011-12-15 09:20:51,2011-12-15 09:20:54,motion_kitchen
2011-12-15 09:21:02,2011-12-15 09:21:05,motion_kitchen
2011-12-15 09:21:24,2011-12-15 09:21:28,motion_living
2011-12-15 09:22:08,2011-12-15 10:14:12,motion_living
2011-12-15 10:15:30,2011-12-15 10:15:36,motion_living
2011-12-15 10:16:11,2011-12-15 10:16:19,contact_bathroom
2011-12-15 10:18:33,2011-12-15 10:19:01,contact_bathroom
2011-12-15 10:19:15,2011-12-15 10:19:20,motion_bedroom
2011-12-15 10:19:47,2011-12-15 10:47:51,motion_bedroom
2011-12-15 10:48:47,2011-12-15 10:48:51,motion_bedroom
2011-12-15 10:48:59,2011-12-15 10:49:05,motion_bedroom
2011-12-15 10:49:41,2011-12-15 10:51:43,motion_bedroom
2011-12-15 10:52:07,2011-12-15 10:52:10,motion_bedroom
2011-12-15 10:52:31,2011-12-15 10:52:40,motion_living
2011-12-15 10:52:53,2011-12-15 12:03:04,motion_living
2011-12-15 12:03:22,2011-12-15 12:03:29,motion_living
2011-12-15 12:04:18,2011-12-15 12:04:20,motion_bedroom
2011-12-15 12:04:35,2011-12-15 17:53:38,motion_bedroom
2011-12-15 17:54:58,2011-12-15 17:55:01,motion_bedroom
2011-12-15 18:02:17,2011-12-15 18:02:20,motion_bedroom
2011-12-15 18:02:37,2011-12-15 19:42:13,motion_bedroom
2011-12-15 19:43:22,2011-12-15 19:43:27,motion_bedroom
2011-12-15 19:45:11,2011-12-15 19:45:14,motion_living
2011-12-15 19:46:06,2011-12-15 19:46:09,motion_living
2011-12-15 19:46:24,2011-12-15 19:46:28,motion_kitchen
2011-12-15 19:56:03,2011-12-15 19:56:07,motion_kitchen
2011-12-15 19:56:34,2011-12-15 19:56:37,motion_living
2011-12-15 19:56:56,2011-12-15 19:56:59,motion_living
2011-12-15 20:01:43,2011-12-15 20:01:48,contact_bathroom
2011-12-15 20:02:09,2011-12-15 20:02:12,motion_bedroom
2011-12-15 20:02:34,2011-12-15 20:02:37,motion_bedroom
2011-12-15 20:02:39,2011-12-15 20:05:44,contact_bathroom
2011-12-15 20:07:09,2011-12-15 20:13:44,contact_bathroom
2011-12-15 20:14:18,2011-12-15 20:16:16,contact_bathroom
2011-12-15 20:17:07,2011-12-15 20:17:11,motion_bedroom
2011-12-15 20:19:41,2011-12-15 20:19:42,motion_bedroom
2011-12-15 20:19:59,2011-12-15 20:20:05,motion_kitchen
2011-12-15 20:25:13,2011-12-15 20:25:15,motion_kitchen
2011-12-15 20:25:55,2011-12-15 20:25:59,motion_bedroom
2011-12-15 20:29:32,2011-12-15 20:29:36,motion_bedroom
2011-12-15 20:32:36,2011-12-15 20:32:40,motion_living
2011-12-15 20:35:32,2011-12-15 21:28:41,motion_living
2011-12-15 21:31:08,2011-12-15 21:31:11,motion_living
2011-12-15 21:38:44,2011-12-15 21:38:48,motion_bedroom
2011-12-15 21:47:45,2011-12-15 21:48:05,motion_bedroom
2011-12-15 21:51:24,2011-12-15 21:51:47,contact_entrance
2011-12-15 23:11:21,2011-12-15 23:11:29,contact_entrance
2011-12-15 23:11:45,2011-12-15 23:11:47,motion_kitchen
2011-12-15 23:11:55,2011-12-15 23:11:58,motion_kitchen
2011-12-15 23:12:07,2011-12-15 23:12:09,motion_living
2011-12-15 23:14:59,2011-12-15 23:15:02,motion_living
2011-12-15 23:15:13,2011-12-15 23:15:16,motion_kitchen
2011-12-15 23:15:54,2011-12-15 23:15:56,motion_kitchen
2011-12-15 23:16:01,2011-12-15 23:16:04,motion_living
2011-12-15 23:18:47,2011-12-16 00:29:21,motion_living
2011-12-16 00:31:33,2011-12-16 00:31:36,motion_living
2011-12-16 00:31:46,2011-12-16 00:31:51,motion_kitchen
2011-12-16 00:42:53,2011-12-16 00:42:56,motion_kitchen
2011-12-16 00:43:08,2011-12-16 00:43:11,motion_living
2011-12-16 00:50:18,2011-12-16 00:50:22,motion_living
2011-12-16 00:50:34,2011-12-16 00:50:36,motion_kitchen
2011-12-16 00:58:04,2011-12-16 00:58:07,contact_fridge
2011-12-16 00:58:32,2011-12-16 00:58:36,motion_kitchen
2011-12-16 00:58:45,2011-12-16 00:58:48,motion_living
2011-12-16 01:12:56,2011-12-16 01:13:01,motion_living
2011-12-16 01:13:09,2011-12-16 01:13:11,motion_kitchen
2011-12-16 01:33:00,2011-12-16 01:33:03,contact_fridge
2011-12-16 01:43:11,2011-12-16 01:43:14,motion_kitchen
2011-12-16 01:44:39,2011-12-16 01:44:42,motion_living
2011-12-16 01:50:00,2011-12-16 01:50:02,motion_living
2011-12-16 01:51:02,2011-12-16 01:51:05,motion_kitchen
2011-12-16 01:51:34,2011-12-16 01:51:39,contact_fridge
2011-12-16 01:52:10,2011-12-16 01:52:13,motion_kitchen
2011-12-16 01:52:15,2011-12-16 01:52:17,motion_living
2011-12-16 01:54:19,2011-12-16 01:54:23,motion_living
2011-12-16 01:57:44,2011-12-16 01:58:45,contact_bathroom
2011-12-16 01:59:12,2011-12-16 01:59:16,motion_living
2011-12-16 02:02:56,2011-12-16 02:03:00,motion_living
2011-12-16 02:03:12,2011-12-16 02:03:23,contact_entrance
2011-12-16 06:19:41,2011-12-16 06:19:48,contact_entrance
2011-12-16 06:20:17,2011-12-16 06:20:19,motion_living
2011-12-16 06:24:52,2011-12-16 06:24:55,motion_living
2011-12-16 06:25:07,2011-12-16 06:25:09,motion_kitchen
2011-12-16 06:26:03,2011-12-16 06:26:07,motion_kitchen
2011-12-16 06:26:21,2011-12-16 06:26:25,motion_living
2011-12-16 08:15:48,2011-12-16 08:15:50,motion_living
2011-12-16 08:16:17,2011-12-16 08:16:20,motion_kitchen
2011-12-16 08:31:18,2011-12-16 08:31:20,motion_kitchen
2011-12-16 08:31:32,2011-12-16 08:31:35,motion_living
2011-12-16 08:34:53,2011-12-16 08:34:55,motion_living
2011-12-16 08:35:05,2011-12-16 08:35:07,motion_kitchen
2011-12-16 08:39:35,2011-12-16 08:39:39,motion_kitchen
2011-12-16 08:39:48,2011-12-16 08:39:51,motion_living
2011-12-16 10:57:22,2011-12-16 10:57:26,motion_living
2011-12-16 10:57:37,2011-12-16 10:57:40,motion_kitchen
2011-12-16 10:59:22,2011-12-16 10:59:25,motion_kitchen
2011-12-16 10:59:41,2011-12-16 10:59:46,motion_living
2011-12-16 11:00:02,2011-12-16 11:00:05,motion_living
2011-12-16 11:00:30,2011-12-16 11:03:23,contact_bathroom
2011-12-16 11:03:56,2011-12-16 11:04:03,contact_bathroom
2011-12-16 11:04:14,2011-12-16 11:04:16,motion_living
2011-12-16 11:06:47,2011-12-16 11:06:50,motion_living
2011-12-16 11:06:54,2011-12-16 11:06:56,motion_bedroom
2011-12-16 11:07:56,2011-12-16 20:45:17,motion_bedroom
2011-12-16 20:46:46,2011-12-16 20:46:49,motion_bedroom
2011-12-16 20:46:51,2011-12-16 20:46:54,motion_living
2011-12-16 20:47:41,2011-12-16 20:47:44,motion_living
2011-12-16 20:48:05,2011-12-16 20:48:09,motion_kitchen
2011-12-16 21:01:47,2011-12-16 21:01:49,motion_kitchen
2011-12-16 21:12:37,2011-12-16 21:15:47,contact_bathroom
2011-12-16 21:18:15,2011-12-16 21:21:28,contact_bathroom
2011-12-16 21:24:46,2011-12-16 21:26:37,contact_bathroom
2011-12-16 21:31:20,2011-12-16 21:31:24,motion_bedroom
2011-12-16 21:48:01,2011-12-16 21:48:07,motion_bedroom
2011-12-16 21:49:02,2011-12-16 21:56:44,contact_bathroom
2011-12-16 21:57:10,2011-12-16 21:57:13,motion_living
2011-12-16 22:18:01,2011-12-16 22:18:03,motion_living
2011-12-16 22:18:23,2011-12-16 22:18:24,motion_kitchen
2011-12-16 22:18:46,2011-12-16 22:18:48,motion_kitchen
2011-12-16 22:18:57,2011-12-16 22:19:03,contact_entrance
2011-12-16 23:02:34,2011-12-16 23:02:40,contact_entrance
2011-12-16 23:04:34,2011-12-16 23:04:38,motion_bedroom
2011-12-16 23:05:09,2011-12-16 23:05:11,motion_bedroom
2011-12-16 23:05:19,2011-12-16 23:05:22,motion_living
2011-12-16 23:06:44,2011-12-17 00:00:42,motion_living
2011-12-17 00:00:59,2011-12-17 00:01:03,motion_living
2011-12-17 00:01:26,2011-12-17 00:01:30,motion_kitchen
2011-12-17 00:20:42,2011-12-17 00:20:46,motion_kitchen
2011-12-17 00:20:55,2011-12-17 00:21:00,motion_living
2011-12-17 00:27:51,2011-12-17 00:27:56,motion_living
2011-12-17 00:28:04,2011-12-17 00:28:07,motion_kitchen
2011-12-17 00:29:31,2011-12-17 00:29:38,contact_fridge
2011-12-17 00:30:46,2011-12-17 00:30:50,motion_kitchen
2011-12-17 00:30:59,2011-12-17 00:31:02,motion_living
2011-12-17 00:34:59,2011-12-17 00:35:02,motion_living
2011-12-17 00:35:10,2011-12-17 00:35:13,motion_kitchen
2011-12-17 00:37:29,2011-12-17 00:37:32,motion_kitchen
2011-12-17 00:37:40,2011-12-17 00:37:44,motion_living
2011-12-17 00:56:54,2011-12-17 00:56:57,motion_living
2011-12-17 00:57:07,2011-12-17 00:57:10,motion_kitchen
2011-12-17 00:58:29,2011-12-17 00:58:31,motion_kitchen
2011-12-17 00:58:41,2011-12-17 00:58:44,motion_living
2011-12-17 01:03:10,2011-12-17 01:03:13,motion_living
2011-12-17 01:03:22,2011-12-17 01:03:48,motion_kitchen
2011-12-17 01:04:44,2011-12-17 01:04:46,motion_kitchen
2011-12-17 01:15:57,2011-12-17 01:16:11,motion_bedroom
2011-12-17 01:17:57,2011-12-17 01:18:11,motion_bedroom
2011-12-17 01:19:12,2011-12-17 01:19:16,motion_living
2011-12-17 01:25:14,2011-12-17 01:25:16,motion_living
2011-12-17 01:26:26,2011-12-17 01:26:33,contact_entrance
2011-12-17 04:12:49,2011-12-17 04:12:54,contact_entrance
2011-12-17 04:13:10,2011-12-17 04:13:14,motion_living
2011-12-17 04:13:29,2011-12-17 04:13:32,motion_living
2011-12-17 04:19:45,2011-12-17 04:19:48,motion_living
2011-12-17 04:20:27,2011-12-17 04:20:30,motion_living
2011-12-17 04:20:41,2011-12-17 04:20:46,motion_kitchen
2011-12-17 04:23:23,2011-12-17 04:25:03,power_microwave
2011-12-17 04:23:29,2011-12-17 04:23:40,contact_fridge
2011-12-17 04:25:16,2011-12-17 04:25:19,motion_kitchen
2011-12-17 04:25:47,2011-12-17 04:25:50,motion_living
2011-12-17 04:27:02,2011-12-17 06:25:50,motion_living
2011-12-17 06:26:06,2011-12-17 06:26:09,motion_living
2011-12-17 06:26:21,2011-12-17 06:26:29,motion_kitchen
2011-12-17 06:26:46,2011-12-17 06:26:48,motion_kitchen
2011-12-17 06:28:04,2011-12-17 06:28:08,motion_living
2011-12-17 06:34:15,2011-12-17 06:42:51,motion_living
2011-12-17 06:42:57,2011-12-17 06:43:00,motion_living
2011-12-17 06:43:11,2011-12-17 06:43:15,motion_kitchen
2011-12-17 06:43:28,2011-12-17 06:43:30,motion_kitchen
2011-12-17 06:43:44,2011-12-17 06:43:47,motion_living
2011-12-17 06:43:53,2011-12-17 07:46:40,motion_living
2011-12-17 07:47:06,2011-12-17 07:47:11,motion_living
2011-12-17 08:11:28,2011-12-17 08:11:31,motion_living
2011-12-17 08:12:28,2011-12-17 08:12:30,motion_living
2011-12-17 08:19:06,2011-12-17 08:19:32,contact_bathroom
2011-12-17 08:20:39,2011-12-17 08:20:42,motion_living
2011-12-17 08:26:53,2011-12-17 08:26:55,motion_living
2011-12-17 08:27:32,2011-12-17 08:27:43,contact_entrance
2011-12-17 12:28:41,2011-12-17 12:28:47,contact_entrance
2011-12-17 12:29:38,2011-12-17 12:29:47,motion_bedroom
2011-12-17 12:31:01,2011-12-17 12:31:03,motion_bedroom
2011-12-17 12:31:35,2011-12-17 12:31:38,motion_living
2011-12-17 12:33:27,2011-12-17 12:33:29,motion_living
2011-12-17 12:35:26,2011-12-17 12:38:33,contact_bathroom
2011-12-17 12:40:16,2011-12-17 12:42:42,contact_bathroom
2011-12-17 12:43:22,2011-12-17 12:43:26,motion_bedroom
2011-12-17 12:44:57,2011-12-17 19:54:18,motion_bedroom
2011-12-17 19:55:22,2011-12-17 19:55:27,motion_bedroom
2011-12-17 20:04:46,2011-12-17 20:04:49,motion_living
2011-12-17 20:06:16,2011-12-17 20:06:19,motion_living
2011-12-17 20:06:29,2011-12-17 20:06:33,motion_kitchen
2011-12-17 20:12:45,2011-12-17 20:12:49,motion_kitchen
2011-12-17 20:16:19,2011-12-17 20:16:22,motion_bedroom
2011-12-17 20:26:23,2011-12-17 20:26:25,motion_bedroom
2011-12-17 20:26:57,2011-12-17 20:29:58,contact_bathroom
2011-12-17 20:30:18,2011-12-17 20:34:23,contact_bathroom
2011-12-17 20:38:04,2011-12-17 20:43:14,contact_bathroom
2011-12-17 20:44:44,2011-12-17 20:44:48,motion_bedroom
2011-12-17 20:44:53,2011-12-17 20:44:55,motion_bedroom
2011-12-17 20:47:37,2011-12-17 20:50:54,contact_bathroom
2011-12-17 20:52:12,2011-12-17 20:52:15,motion_bedroom
2011-12-17 20:53:04,2011-12-17 20:53:07,motion_bedroom
2011-12-17 20:56:10,2011-12-17 20:56:18,contact_entrance
2011-12-17 22:23:39,2011-12-17 22:23:46,contact_entrance
2011-12-17 22:24:16,2011-12-17 22:24:34,motion_living
2011-12-17 22:28:25,2011-12-17 22:28:28,motion_living
2011-12-17 22:28:36,2011-12-17 22:28:40,motion_bedroom
2011-12-17 22:35:14,2011-12-17 22:35:18,motion_bedroom
2011-12-17 22:36:08,2011-12-17 22:36:12,motion_bedroom
